title,authors,genre,subjects,avg_rating,ratings_count,year,pages,isbn,source,content,publication_year
A Willing Surrender,Robyn Donald,Romance,Fiction; romance; contemporary,4.5263157,19.0,1986.0,187.0,9780373109760,OpenLibraryAPI,A Willing Surrender Robyn Donald Romance Fiction; romance; contemporary,
Romancing Mister Bridgerton,Julia Quinn,Romance,"Open Library Staff Picks; Fiction, Romance, Historical, Regency; Large type books; England; fiction""; Man-woman relationships, fiction",4.27907,43.0,2002.0,396.0,0748115714,OpenLibraryAPI,"Romancing Mister Bridgerton Julia Quinn Romance Open Library Staff Picks; Fiction, Romance, Historical, Regency; Large type books; England; fiction""; Man-woman relationships, fiction",
The Deal,Elle Kennedy,Romance,College students; Fiction; Hockey players; Fake dating; Friends to lovers; Enemies to lovers,4.366667,30.0,2000.0,394.0,9788377858592,OpenLibraryAPI,The Deal Elle Kennedy Romance College students; Fiction; Hockey players; Fake dating; Friends to lovers; Enemies to lovers,
Five Feet Apart,Rachael Lippincott,Romance,"Children's fiction; Love, fiction; Diseases, fiction; Interpersonal relations, fiction; Adolescence, fiction; nyt:young-adult-hardcover=2018-12-09",4.3513513,37.0,2018.0,288.0,1471182312,OpenLibraryAPI,"Five Feet Apart Rachael Lippincott Romance Children's fiction; Love, fiction; Diseases, fiction; Interpersonal relations, fiction; Adolescence, fiction; nyt:young-adult-hardcover=2018-12-09",
All the Bright Places,Jennifer Niven,Romance,"Suicide; Friendship; Emotional problems; Fiction; Children's fiction; Friendship, fiction",4.174603,63.0,2014.0,402.0,9780593118924,OpenLibraryAPI,"All the Bright Places Jennifer Niven Romance Suicide; Friendship; Emotional problems; Fiction; Children's fiction; Friendship, fiction",
If He Had Been With Me,Laura Nowlin,Romance,"Friendship; Fiction; Love; Love stories; Children's fiction; Love, fiction",4.1710525,76.0,2013.0,368.0,9781728205489,OpenLibraryAPI,"If He Had Been With Me Laura Nowlin Romance Friendship; Fiction; Love; Love stories; Children's fiction; Love, fiction",
Married to a Mistress,Lynne Graham,Romance,Romance; Fiction; Harlequin; Marriage; Mistresses; The Husband Hunters Series,4.625,16.0,1998.0,192.0,9780263157369,OpenLibraryAPI,Married to a Mistress Lynne Graham Romance Romance; Fiction; Harlequin; Marriage; Mistresses; The Husband Hunters Series,
Shatter Me Complete Collection,Tahereh Mafi,Romance,"Children's fiction; Love, fiction; Soldiers, fiction; Science fiction; Young adult fiction, dystopian; Young adult fiction, romance, paranormal",4.3846154,26.0,2011.0,1968.0,0063353784,OpenLibraryAPI,"Shatter Me Complete Collection Tahereh Mafi Romance Children's fiction; Love, fiction; Soldiers, fiction; Science fiction; Young adult fiction, dystopian; Young adult fiction, romance, paranormal",
Before December,Joana Marcus,Romance,Romance; Christmas romance; second chance romance; forbidden love; family; friendship,4.288889,45.0,2021.0,496.0,9788418483448,OpenLibraryAPI,Before December Joana Marcus Romance Romance; Christmas romance; second chance romance; forbidden love; family; friendship,
"The Long Way to a Small, Angry Planet",Becky Chambers,Romance,"Fiction; Science fiction; Extraterrestrial beings; Interplanetary voyages; Fiction, science fiction, general; LGBTQ science fiction & fantasy",4.084337,83.0,2014.0,445.0,9787555027706,OpenLibraryAPI,"The Long Way to a Small, Angry Planet Becky Chambers Romance Fiction; Science fiction; Extraterrestrial beings; Interplanetary voyages; Fiction, science fiction, general; LGBTQ science fiction & fantasy",
Oryx and Crake,Margaret Atwood,Romance,Literary Fiction; friendship; fantasy; genetic engineering; fiction; science fiction,4.1702127,47.0,2002.0,389.0,9604103636,OpenLibraryAPI,Oryx and Crake Margaret Atwood Romance Literary Fiction; friendship; fantasy; genetic engineering; fiction; science fiction,
Once and Always,Judith McNaught,Romance,"Fiction, Romance, Historical, Regency; collectionID:bodice_ripper; London (England), fiction; Marriage, fiction",4.6666665,15.0,1987.0,400.0,1416530738,OpenLibraryAPI,"Once and Always Judith McNaught Romance Fiction, Romance, Historical, Regency; collectionID:bodice_ripper; London (England), fiction; Marriage, fiction",
"Good Girl, Bad Blood",Holly Jackson,Romance,"Young adult fiction; thrillers & suspense; crime""; Young adult fiction, law & crime; Young adult fiction, family, blended families; Young adult fiction, romance, contemporary",4.1864405,59.0,2020.0,416.0,9788382408188,OpenLibraryAPI,"Good Girl, Bad Blood Holly Jackson Romance Young adult fiction; thrillers & suspense; crime""; Young adult fiction, law & crime; Young adult fiction, family, blended families; Young adult fiction, romance, contemporary",
Little Women,Louisa May Alcott,Romance,Romans; Jeunes filles; Soeurs; Sisters; Young women; Fiction,4.0491805,122.0,1848.0,424.0,9780333614662,OpenLibraryAPI,Little Women Louisa May Alcott Romance Romans; Jeunes filles; Soeurs; Sisters; Young women; Fiction,
Replay,Ken Grimwood,Romance,"Conduct of life; Fiction; Reincarnation; Time travel; Large type books; Fiction, science fiction, action & adventure",4.3461537,26.0,1986.0,335.0,2020100843,OpenLibraryAPI,"Replay Ken Grimwood Romance Conduct of life; Fiction; Reincarnation; Time travel; Large type books; Fiction, science fiction, action & adventure",
The Summoning,Kelley Armstrong,Romance,Fiction; Ghost stories; Ghosts; Group homes; Horror; Juvenile fiction,4.714286,14.0,2008.0,396.0,0751540714,OpenLibraryAPI,The Summoning Kelley Armstrong Romance Fiction; Ghost stories; Ghosts; Group homes; Horror; Juvenile fiction,
November 9,Colleen Hoover,Romance,"Long-distance relationships; Novelists; Fiction; Fiction, romance, contemporary; New York Times Bestseller",4.131579,76.0,2015.0,320.0,9781508284987,OpenLibraryAPI,"November 9 Colleen Hoover Romance Long-distance relationships; Novelists; Fiction; Fiction, romance, contemporary; New York Times Bestseller",
Ugly Love,Colleen Hoover,Romance,"Fiction, romance, contemporary; New York Times bestseller; Air pilots; Fiction; Man-woman relationships; Love",4.0163045,184.0,2014.0,344.0,9788501105738,OpenLibraryAPI,"Ugly Love Colleen Hoover Romance Fiction, romance, contemporary; New York Times bestseller; Air pilots; Fiction; Man-woman relationships; Love",
Dark Legend,Christine Feehan,Romance,Fiction; Paranormal Romance; Women healers; Vampires; large print; Large type books,4.909091,11.0,2002.0,384.0,084394952X,OpenLibraryAPI,Dark Legend Christine Feehan Romance Fiction; Paranormal Romance; Women healers; Vampires; large print; Large type books,
L'le mystrieuse,Jules Verne,Romance,Popular Print Disabled Books; French Adventure stories; French language materials; Translations from French; Open Library Staff Picks; Translations into English,4.3461537,26.0,1870.0,493.0,9780785407218,OpenLibraryAPI,L'le mystrieuse Jules Verne Romance Popular Print Disabled Books; French Adventure stories; French language materials; Translations from French; Open Library Staff Picks; Translations into English,
The Magician's Nephew,C. S. Lewis,Romance,Fantasy; Juvenile fiction; Cartoons and comics; Fiction; Fairy tales; Narnia (Imaginary place),4.0185184,108.0,1955.0,186.0,8804599057,OpenLibraryAPI,The Magician's Nephew C. S. Lewis Romance Fantasy; Juvenile fiction; Cartoons and comics; Fiction; Fairy tales; Narnia (Imaginary place),
Giovanni's Room,James Baldwin,Romance,"Race relations; African Americans; Psychology; Afro-Americans; Giovanni, Nikki; Fiction",4.2222223,36.0,1956.0,224.0,0679642196,OpenLibraryAPI,"Giovanni's Room James Baldwin Romance Race relations; African Americans; Psychology; Afro-Americans; Giovanni, Nikki; Fiction",
Fifty Shades of Grey,E. L. James,Romance,"Man-woman relationships, fiction; FICTION / Contemporary Women; Sexual dominance and submission; FICTION / Romance / Contemporary; Dominance (Psychology); College students",3.940063,317.0,2000.0,544.0,8490629986,OpenLibraryAPI,"Fifty Shades of Grey E. L. James Romance Man-woman relationships, fiction; FICTION / Contemporary Women; Sexual dominance and submission; FICTION / Romance / Contemporary; Dominance (Psychology); College students",
The Cruel Prince,Holly Black,Romance,Fairies--Fiction.; Sisters--Fiction.; Orphans--Fiction.; Princes--Fiction.; Courts and courtiers--Fiction.; Fantasy,4.00625,160.0,2018.0,370.0,9781955876162,OpenLibraryAPI,The Cruel Prince Holly Black Romance Fairies--Fiction.; Sisters--Fiction.; Orphans--Fiction.; Princes--Fiction.; Courts and courtiers--Fiction.; Fantasy,
Cien aos de soledad,Gabriel García Márquez,Romance,Spanish language books; Fiction; Social conditions; Macondo (Imaginary place); novel; magic realism,4.0833335,84.0,1967.0,432.0,9580431035,OpenLibraryAPI,Cien aos de soledad Gabriel García Márquez Romance Spanish language books; Fiction; Social conditions; Macondo (Imaginary place); novel; magic realism,
Pattern of Deceit,Emma Darcy,Romance,"Fiction, Romance, Contemporary",4.296296,27.0,1989.0,188.0,0263765156,OpenLibraryAPI,"Pattern of Deceit Emma Darcy Romance Fiction, Romance, Contemporary",
Moby Dick,Herman Melville,Romance,American Sea stories; Mentally ill; Whaling; Science Fiction & Fantasy; Whales; great_books_of_the_western_world,3.962766,188.0,1851.0,452.0,9780791091067,OpenLibraryAPI,Moby Dick Herman Melville Romance American Sea stories; Mentally ill; Whaling; Science Fiction & Fantasy; Whales; great_books_of_the_western_world,
Twisted Games,Ana Huang,Romance,Romance; contemporary romance; romantic suspense; new adult romance; forbidden love; bodyguard romance,4.0416665,120.0,2021.0,454.0,9780349448398,OpenLibraryAPI,Twisted Games Ana Huang Romance Romance; contemporary romance; romantic suspense; new adult romance; forbidden love; bodyguard romance,
Bumi Manusia,Pramoedya Ananta Toer,Science Fiction,Young men; Fiction; History; New York Times reviewed; Earth (planet); Earth sciences,4.4246573,73.0,1972.0,360.0,9780140256352,OpenLibraryAPI,Bumi Manusia Pramoedya Ananta Toer Science Fiction Young men; Fiction; History; New York Times reviewed; Earth (planet); Earth sciences,
Leviathan Wakes,James S. A. Corey,Science Fiction,"Space warfare; Fiction; Interplanetary voyages; Conspiracies; Fiction, science fiction, general; American literature",4.2389936,159.0,2009.0,592.0,9780316515986,OpenLibraryAPI,"Leviathan Wakes James S. A. Corey Science Fiction Space warfare; Fiction; Interplanetary voyages; Conspiracies; Fiction, science fiction, general; American literature",
Les Robots,Isaac Asimov,Science Fiction,smear campaigns; supercomputers; computers; Frankenstein complex; hyperspace; heisenbugs,4.252747,182.0,1950.0,245.0,9780553294385,OpenLibraryAPI,Les Robots Isaac Asimov Science Fiction smear campaigns; supercomputers; computers; Frankenstein complex; hyperspace; heisenbugs,
Flowers for Algernon,Daniel Keyes,Science Fiction,institutionalization; dementia; phenylketonuria; award:nebula_award=novel; Brain; Surgery,4.285714,98.0,1966.0,274.0,9780745131924,OpenLibraryAPI,Flowers for Algernon Daniel Keyes Science Fiction institutionalization; dementia; phenylketonuria; award:nebula_award=novel; Brain; Surgery,
Caliban's war,James S. A. Corey,Science Fiction,"Extraterrestrial beings; Space warfare; Interplanetary voyages; Fiction; Fiction, science fiction, general",4.252174,115.0,2012.0,605.0,1549153056,OpenLibraryAPI,"Caliban's war James S. A. Corey Science Fiction Extraterrestrial beings; Space warfare; Interplanetary voyages; Fiction; Fiction, science fiction, general",
Saga,Brian K. Vaughan,Science Fiction,"Science fiction comic books, strips; Comics & graphic novels, science fiction; nyt:paperback-graphic-books=2013-07-07; New York Times bestseller; Imaginary wars and battles; Comic books, strips",4.4736843,38.0,2013.0,145.0,2365772579,OpenLibraryAPI,"Saga Brian K. Vaughan Science Fiction Science fiction comic books, strips; Comics & graphic novels, science fiction; nyt:paperback-graphic-books=2013-07-07; New York Times bestseller; Imaginary wars and battles; Comic books, strips",
Cryptonomicon,Neal Stephenson,Science Fiction,"Fiction; World War, 1939-1945; World War, 1939-1945 in fiction; Data encryption (Computer science); Cryptography; Literature",4.5151515,33.0,1999.0,864.0,9780060575489,OpenLibraryAPI,"Cryptonomicon Neal Stephenson Science Fiction Fiction; World War, 1939-1945; World War, 1939-1945 in fiction; Data encryption (Computer science); Cryptography; Literature",
Sapiens,Yuval Noah Harari,Science Fiction,Technology and civilization; Human beings; Historical Chronology; Historia universal; Historia; Civilization,4.226601,203.0,2011.0,456.0,6055029731,OpenLibraryAPI,Sapiens Yuval Noah Harari Science Fiction Technology and civilization; Human beings; Historical Chronology; Historia universal; Historia; Civilization,
"Saga, Volume Five",Brian K. Vaughan,Science Fiction,"Military deserters; Parents of exceptional children; Comic books, strips; Extraterrestrial beings; Interracial marriage; Imaginary wars and battles",4.625,24.0,2015.0,,9781632154385,OpenLibraryAPI,"Saga, Volume Five Brian K. Vaughan Science Fiction Military deserters; Parents of exceptional children; Comic books, strips; Extraterrestrial beings; Interracial marriage; Imaginary wars and battles",
Network Effect,Martha Wells,Science Fiction,franchise:The Murderbot Diaries; series:The Murderbot Diaries; form:novel; genre:science fiction; nyt:combined-print-and-e-book-fiction=2020-05-24; New York Times bestseller,4.338983,59.0,2020.0,333.0,1664475915,OpenLibraryAPI,Network Effect Martha Wells Science Fiction franchise:The Murderbot Diaries; series:The Murderbot Diaries; form:novel; genre:science fiction; nyt:combined-print-and-e-book-fiction=2020-05-24; New York Times bestseller,
;,"Аркадий Стругацкий, Борис Стругацкий",Science Fiction,"science fiction; Russian science fiction; alien visitation; anomalies; Russian fiction; Fiction, science fiction, general",4.3,70.0,1978.0,179.0,9780140051353,OpenLibraryAPI,"; Аркадий Стругацкий, Борис Стругацкий Science Fiction science fiction; Russian science fiction; alien visitation; anomalies; Russian fiction; Fiction, science fiction, general",
Parable of the Sower,Octavia E. Butler,Science Fiction,Fiction; Twenty-first century; African Americans; Science fiction; Audiobooks; General,4.3773584,53.0,1993.0,328.0,153875939X,OpenLibraryAPI,Parable of the Sower Octavia E. Butler Science Fiction Fiction; Twenty-first century; African Americans; Science fiction; Audiobooks; General,
A Deepness in the Sky (Zones of Thought),Vernor Vinge,Science Fiction,"American Science fiction; Life on other planets; Fiction; Science fiction; Long Now Manual for Civilization; Fiction, science fiction, action & adventure",4.428571,35.0,1999.0,792.0,1857988515,OpenLibraryAPI,"A Deepness in the Sky (Zones of Thought) Vernor Vinge Science Fiction American Science fiction; Life on other planets; Fiction; Science fiction; Long Now Manual for Civilization; Fiction, science fiction, action & adventure",
Jurassic Park,Michael Crichton,Science Fiction,dichogamy; corporate espionage; science fiction; cautionary tale; genetic engineering; amusement parks,4.169312,189.0,1990.0,455.0,9604503979,OpenLibraryAPI,Jurassic Park Michael Crichton Science Fiction dichogamy; corporate espionage; science fiction; cautionary tale; genetic engineering; amusement parks,
2001,Arthur C. Clarke,Science Fiction,Human-computer interaction; Computers; Fiction; Science fiction; Twenty-first century; Space vehicles,4.195122,123.0,1968.0,236.0,9788835720010,OpenLibraryAPI,2001 Arthur C. Clarke Science Fiction Human-computer interaction; Computers; Fiction; Science fiction; Twenty-first century; Space vehicles,
Children of Time,Adrian Tchaikovsky,Science Fiction,"Fiction; Science Fiction; Life on other planets; Habitable planets; Fiction, science fiction, general; Planets",4.25,76.0,2015.0,616.0,9781543625585,OpenLibraryAPI,"Children of Time Adrian Tchaikovsky Science Fiction Fiction; Science Fiction; Life on other planets; Habitable planets; Fiction, science fiction, general; Planets",
